WorkerId,AssignmentStatus,Input.CONFIG,Answer.annotations,Answer.feedback 
mt:e71d5d73c7a945ce:251ad4f53674f17fd1e3f082df40450196ee1411b440fac6f821a8d60760ab1b,Approved,skin-fitz-ld-g-0.json,"{""answers"": [{""itemId"": ""data/Skin_Condition/f03b5f7dab096ea793749f2efccf40e8.jpg"", ""lowerBound"": 0.2575268817204301, ""upperBound"": 0.4198924731182796}, {""itemId"": ""data/Skin_Condition/eb817cc9a0a0d7d2728670a1cb1a38ec.jpg"", ""lowerBound"": 0.09946236559139784, ""upperBound"": 0.25967741935483873}, {""itemId"": ""data/Skin_Condition/ddcad677b7b1e9084f3f51a8e026aa8d.jpg"", ""lowerBound"": 0.09946236559139784, ""upperBound"": 0.2618279569892473}, {""itemId"": ""data/Skin_Condition/ade51126ebbb69e4e54a0bd325bd4086.jpg"", ""lowerBound"": 0.25967741935483873, ""upperBound"": 0.41774193548387095}, {""itemId"": ""data/Skin_Condition/970a43f132f9e171642f44f85112ea13.jpg"", ""lowerBound"": 0.41774193548387095, ""upperBound"": 0.5790322580645161}, {""itemId"": ""data/Skin_Condition/6c395be9325dbb10e55497304b398253.jpg"", ""lowerBound"": 0.09731182795698924, ""upperBound"": 0.25967741935483873}], ""selfReport"": {""lowerBound"": 0.260752688172043, ""upperBound"": 0.41774193548387095}, ""surveyResults"": {""likert0"": ""strong_agree"", ""likert1"": ""strong_agree"", ""likert2"": ""agree"", ""likert3"": ""strong_agree"", ""likert4"": ""strong_agree""}, ""demographics"": {""age"": 52, ""gender"": [""male""], ""race"": [""white""]}, ""participantId"": ""mt:e71d5d73c7a945ce:251ad4f53674f17fd1e3f082df40450196ee1411b440fac6f821a8d60760ab1b"", ""condition"": ""mt"", ""exitComments"": """", ""completed"": true}",{}
mt:8ca3d5ca06eedd8a:3e15902b4adab564e54e92d470d4f0128ce52c829346a4df8e33a6e1ab65c2a2,Approved,skin-fitz-ld-g-0.json,"{""answers"": [{""itemId"": ""data/Skin_Condition/f03b5f7dab096ea793749f2efccf40e8.jpg"", ""lowerBound"": 0.1916367397513441, ""upperBound"": 0.6776582451276881}, {""itemId"": ""data/Skin_Condition/eb817cc9a0a0d7d2728670a1cb1a38ec.jpg"", ""lowerBound"": 0.16367975050403225, ""upperBound"": 0.26045394405241934}, {""itemId"": ""data/Skin_Condition/ddcad677b7b1e9084f3f51a8e026aa8d.jpg"", ""lowerBound"": 0.43034641717069894, ""upperBound"": 0.5830345892137097}, {""itemId"": ""data/Skin_Condition/ade51126ebbb69e4e54a0bd325bd4086.jpg"", ""lowerBound"": 0.24109910534274193, ""upperBound"": 0.562604481686828}, {""itemId"": ""data/Skin_Condition/970a43f132f9e171642f44f85112ea13.jpg"", ""lowerBound"": 0.2808840515793011, ""upperBound"": 0.6099163096438172}, {""itemId"": ""data/Skin_Condition/6c395be9325dbb10e55497304b398253.jpg"", ""lowerBound"": 0.21529265372983872, ""upperBound"": 0.34970125588037637}], ""selfReport"": {""lowerBound"": 0.4174431913642473, ""upperBound"": 0.5776582451276882}, ""surveyResults"": {""likert0"": ""agree"", ""likert1"": ""agree"", ""likert2"": ""agree"", ""likert3"": ""agree"", ""likert4"": ""agree""}, ""demographics"": {""age"": 37, ""gender"": [""male""], ""race"": [""black""]}, ""participantId"": ""mt:8ca3d5ca06eedd8a:3e15902b4adab564e54e92d470d4f0128ce52c829346a4df8e33a6e1ab65c2a2"", ""condition"": ""mt"", ""exitComments"": """", ""completed"": true}",{}
mt:78d12d9c173d814f:a6cd22d8f4d4a5b6f1deb8a70d4f1025a095ca836e5d3810d108880d550a7c09,Approved,skin-fitz-ld-g-0.json,"{""answers"": [{""itemId"": ""data/Skin_Condition/f03b5f7dab096ea793749f2efccf40e8.jpg"", ""lowerBound"": 0.2591397849462366, ""upperBound"": 0.5731182795698925}, {""itemId"": ""data/Skin_Condition/eb817cc9a0a0d7d2728670a1cb1a38ec.jpg"", ""lowerBound"": 0.2591397849462366, ""upperBound"": 1}, {""itemId"": ""data/Skin_Condition/ddcad677b7b1e9084f3f51a8e026aa8d.jpg"", ""lowerBound"": 0, ""upperBound"": 0.5795698924731183}, {""itemId"": ""data/Skin_Condition/ade51126ebbb69e4e54a0bd325bd4086.jpg"", ""lowerBound"": 0.1010752688172043, ""upperBound"": 1}, {""itemId"": ""data/Skin_Condition/970a43f132f9e171642f44f85112ea13.jpg"", ""lowerBound"": 0.5774193548387097, ""upperBound"": 0.7322580645161291}, {""itemId"": ""data/Skin_Condition/6c395be9325dbb10e55497304b398253.jpg"", ""lowerBound"": 0.4182795698924731, ""upperBound"": 0.5752688172043011}], ""selfReport"": {""lowerBound"": 0.0989247311827957, ""upperBound"": 0.25806451612903225}, ""surveyResults"": {""likert0"": ""agree"", ""likert1"": ""neutral"", ""likert2"": ""agree"", ""likert3"": ""agree"", ""likert4"": ""neutral""}, ""demographics"": {""age"": 56, ""gender"": [""female""], ""race"": [""white""]}, ""participantId"": ""mt:78d12d9c173d814f:a6cd22d8f4d4a5b6f1deb8a70d4f1025a095ca836e5d3810d108880d550a7c09"", ""condition"": ""mt"", ""exitComments"": ""I LIKE PARTICIPATE"", ""completed"": true}",I LIKE PARTICIPATE
mt:7982393807f88a0e:91e825d4b1646bd6e2b76db8c832fff72cd480d65c8d5cbf02bdcafe9ff7d6a3,Approved,skin-fitz-ld-g-0.json,"{""answers"": [{""itemId"": ""data/Skin_Condition/f03b5f7dab096ea793749f2efccf40e8.jpg"", ""lowerBound"": 0.3258064516129032, ""upperBound"": 0.37311827956989246}, {""itemId"": ""data/Skin_Condition/eb817cc9a0a0d7d2728670a1cb1a38ec.jpg"", ""lowerBound"": 0.10215053763440861, ""upperBound"": 0.18924731182795698}, {""itemId"": ""data/Skin_Condition/ddcad677b7b1e9084f3f51a8e026aa8d.jpg"", ""lowerBound"": 0.543010752688172, ""upperBound"": 0.5838709677419355}, {""itemId"": ""data/Skin_Condition/ade51126ebbb69e4e54a0bd325bd4086.jpg"", ""lowerBound"": 0.17526881720430107, ""upperBound"": 0.35161290322580646}, {""itemId"": ""data/Skin_Condition/970a43f132f9e171642f44f85112ea13.jpg"", ""lowerBound"": 0.4376344086021505, ""upperBound"": 0.513978494623656}, {""itemId"": ""data/Skin_Condition/6c395be9325dbb10e55497304b398253.jpg"", ""lowerBound"": 0.2537634408602151, ""upperBound"": 0.36451612903225805}], ""selfReport"": {""lowerBound"": 0.23010752688172043, ""upperBound"": 0.25591397849462366}, ""surveyResults"": {""likert0"": ""agree"", ""likert1"": ""agree"", ""likert2"": ""agree"", ""likert3"": ""agree"", ""likert4"": ""agree""}, ""demographics"": {""age"": 35, ""gender"": [""male""], ""race"": [""white""]}, ""participantId"": ""mt:7982393807f88a0e:91e825d4b1646bd6e2b76db8c832fff72cd480d65c8d5cbf02bdcafe9ff7d6a3"", ""condition"": ""mt"", ""exitComments"": """", ""completed"": true}",{}
mt:a6c9f50706d12f32:4eee272a649702c03cc0a8e031fcbed44b7e623a80dd4e221a7a5bfbdf150fbe,Approved,skin-fitz-ld-g-0.json,"{""answers"": [{""itemId"": ""data/Skin_Condition/f03b5f7dab096ea793749f2efccf40e8.jpg"", ""lowerBound"": 0, ""upperBound"": 1}, {""itemId"": ""data/Skin_Condition/eb817cc9a0a0d7d2728670a1cb1a38ec.jpg"", ""lowerBound"": 0.4376344086021505, ""upperBound"": 0.5494623655913978}, {""itemId"": ""data/Skin_Condition/ddcad677b7b1e9084f3f51a8e026aa8d.jpg"", ""lowerBound"": 0.46236559139784944, ""upperBound"": 0.556989247311828}, {""itemId"": ""data/Skin_Condition/ade51126ebbb69e4e54a0bd325bd4086.jpg"", ""lowerBound"": 0.6021505376344086, ""upperBound"": 0.6505376344086021}, {""itemId"": ""data/Skin_Condition/970a43f132f9e171642f44f85112ea13.jpg"", ""lowerBound"": 0.5795698924731183, ""upperBound"": 0.678494623655914}, {""itemId"": ""data/Skin_Condition/6c395be9325dbb10e55497304b398253.jpg"", ""lowerBound"": 0.4, ""upperBound"": 0.44623655913978494}], ""selfReport"": {""lowerBound"": 0.16881720430107527, ""upperBound"": 0.7548387096774194}, ""surveyResults"": {""likert0"": ""agree"", ""likert1"": ""neutral"", ""likert2"": ""agree"", ""likert3"": ""neutral"", ""likert4"": ""agree""}, ""demographics"": {""age"": 36, ""gender"": [""male""], ""race"": [""white""]}, ""participantId"": ""mt:a6c9f50706d12f32:4eee272a649702c03cc0a8e031fcbed44b7e623a80dd4e221a7a5bfbdf150fbe"", ""condition"": ""mt"", ""exitComments"": ""NONE"", ""completed"": true}",NONE
mt:a2f93792d685e8f3:9ee45afdfa99a16c565fd242069dcfd516d2fe5804d450e077878d61fb528687,Approved,skin-monk-dl-g-0.json,"{""answers"": [{""itemId"": ""data/Skin_Condition/f03b5f7dab096ea793749f2efccf40e8.jpg"", ""lowerBound"": 0.3634408602150538, ""upperBound"": 1}, {""itemId"": ""data/Skin_Condition/eb817cc9a0a0d7d2728670a1cb1a38ec.jpg"", ""lowerBound"": 0, ""upperBound"": 0.6881720430107527}, {""itemId"": ""data/Skin_Condition/ddcad677b7b1e9084f3f51a8e026aa8d.jpg"", ""lowerBound"": 0.34301075268817205, ""upperBound"": 0.5419354838709678}, {""itemId"": ""data/Skin_Condition/ade51126ebbb69e4e54a0bd325bd4086.jpg"", ""lowerBound"": 0.45698924731182794, ""upperBound"": 0.7978494623655914}, {""itemId"": ""data/Skin_Condition/970a43f132f9e171642f44f85112ea13.jpg"", ""lowerBound"": 0.4053763440860215, ""upperBound"": 0.6344086021505376}, {""itemId"": ""data/Skin_Condition/6c395be9325dbb10e55497304b398253.jpg"", ""lowerBound"": 0.34516129032258064, ""upperBound"": 0.7139784946236559}], ""selfReport"": {""lowerBound"": 0.2698924731182796, ""upperBound"": 0.7182795698924731}, ""surveyResults"": {""likert0"": ""agree"", ""likert1"": ""agree"", ""likert2"": ""agree"", ""likert3"": ""agree"", ""likert4"": ""neutral""}, ""demographics"": {""age"": 35, ""gender"": [""male""], ""race"": [""white""]}, ""participantId"": ""mt:a2f93792d685e8f3:9ee45afdfa99a16c565fd242069dcfd516d2fe5804d450e077878d61fb528687"", ""condition"": ""mt"", ""exitComments"": """", ""completed"": true}",{}
mt:daa2e4cb48cd4ef1:b838fc520f12f73a5f9c9fe83f5c875f2beadd19def97542d4dc3a1a4c9b4d19,Approved,skin-monk-dl-g-0.json,"{""answers"": [{""itemId"": ""data/Skin_Condition/f03b5f7dab096ea793749f2efccf40e8.jpg"", ""lowerBound"": 0.4793906919417843, ""upperBound"": 0.5847670360278058}, {""itemId"": ""data/Skin_Condition/eb817cc9a0a0d7d2728670a1cb1a38ec.jpg"", ""lowerBound"": 0.5793906919417843, ""upperBound"": 0.7611111220493112}, {""itemId"": ""data/Skin_Condition/ddcad677b7b1e9084f3f51a8e026aa8d.jpg"", ""lowerBound"": 0, ""upperBound"": 0.18691757366221437}, {""itemId"": ""data/Skin_Condition/ade51126ebbb69e4e54a0bd325bd4086.jpg"", ""lowerBound"": 0.009498218823504705, ""upperBound"": 0.10089606828587029}, {""itemId"": ""data/Skin_Condition/970a43f132f9e171642f44f85112ea13.jpg"", ""lowerBound"": 0.2707885414041499, ""upperBound"": 0.4073476811890961}, {""itemId"": ""data/Skin_Condition/6c395be9325dbb10e55497304b398253.jpg"", ""lowerBound"": 0.7084229500063004, ""upperBound"": 0.7944444553826445}], ""selfReport"": {""lowerBound"": 0.6976702618342574, ""upperBound"": 0.7578853155976982}, ""surveyResults"": {""likert0"": ""agree"", ""likert1"": ""strong_agree"", ""likert2"": ""agree"", ""likert3"": ""agree"", ""likert4"": ""strong_agree""}, ""demographics"": {""age"": 44, ""gender"": [""male""], ""race"": [""white""]}, ""participantId"": ""mt:daa2e4cb48cd4ef1:b838fc520f12f73a5f9c9fe83f5c875f2beadd19def97542d4dc3a1a4c9b4d19"", ""condition"": ""mt"", ""exitComments"": ""very good and interesting survey"", ""completed"": true}",very good and interesting survey
mt:e670b98929c47ded:f47c2b7cded5ebe3da5428fe4cefb818fb12f93ae8a33f581995d135e71c9808,Approved,skin-monk-dl-g-0.json,"{""answers"": [{""itemId"": ""data/Skin_Condition/f03b5f7dab096ea793749f2efccf40e8.jpg"", ""lowerBound"": 0.4817204301075269, ""upperBound"": 0.4978494623655914}, {""itemId"": ""data/Skin_Condition/eb817cc9a0a0d7d2728670a1cb1a38ec.jpg"", ""lowerBound"": 0.22043010752688172, ""upperBound"": 0.635483870967742}, {""itemId"": ""data/Skin_Condition/ddcad677b7b1e9084f3f51a8e026aa8d.jpg"", ""lowerBound"": 0.45376344086021503, ""upperBound"": 0.524731182795699}, {""itemId"": ""data/Skin_Condition/ade51126ebbb69e4e54a0bd325bd4086.jpg"", ""lowerBound"": 0.34301075268817205, ""upperBound"": 0.6537634408602151}, {""itemId"": ""data/Skin_Condition/970a43f132f9e171642f44f85112ea13.jpg"", ""lowerBound"": 0.3032258064516129, ""upperBound"": 0.5483870967741935}, {""itemId"": ""data/Skin_Condition/6c395be9325dbb10e55497304b398253.jpg"", ""lowerBound"": 0.33978494623655914, ""upperBound"": 0.5731182795698925}], ""selfReport"": {""lowerBound"": 0.12795698924731183, ""upperBound"": 0.8096774193548387}, ""surveyResults"": {""likert0"": ""agree"", ""likert1"": ""neutral"", ""likert2"": ""agree"", ""likert3"": ""neutral"", ""likert4"": ""agree""}, ""demographics"": {""age"": 35, ""gender"": [""male""], ""race"": [""white""]}, ""participantId"": ""mt:e670b98929c47ded:f47c2b7cded5ebe3da5428fe4cefb818fb12f93ae8a33f581995d135e71c9808"", ""condition"": ""mt"", ""exitComments"": """", ""completed"": true}",{}
mt:b7b17e329fcdb144:0b588c662c876b718870c50b445176a4a8bc22960b6659097057298d14a8f932,Approved,skin-monk-dl-g-0.json,"{""answers"": [{""itemId"": ""data/Skin_Condition/f03b5f7dab096ea793749f2efccf40e8.jpg"", ""lowerBound"": 0.37968933761760754, ""upperBound"": 0.46463557417674733}, {""itemId"": ""data/Skin_Condition/eb817cc9a0a0d7d2728670a1cb1a38ec.jpg"", ""lowerBound"": 0.5571086924563172, ""upperBound"": 0.6334527784778226}, {""itemId"": ""data/Skin_Condition/ddcad677b7b1e9084f3f51a8e026aa8d.jpg"", ""lowerBound"": 0, ""upperBound"": 0.6033452515961022}, {""itemId"": ""data/Skin_Condition/ade51126ebbb69e4e54a0bd325bd4086.jpg"", ""lowerBound"": 0.3452807354670699, ""upperBound"": 0.4140979397681452}, {""itemId"": ""data/Skin_Condition/970a43f132f9e171642f44f85112ea13.jpg"", ""lowerBound"": 0.2560334236391129, ""upperBound"": 0.29796890751008065}, {""itemId"": ""data/Skin_Condition/6c395be9325dbb10e55497304b398253.jpg"", ""lowerBound"": 0.274312993531586, ""upperBound"": 0.3667861118111559}], ""selfReport"": {""lowerBound"": 0.1710871870799731, ""upperBound"": 0.40657105804771504}, ""surveyResults"": {""likert0"": ""agree"", ""likert1"": ""neutral"", ""likert2"": ""agree"", ""likert3"": ""agree"", ""likert4"": ""agree""}, ""demographics"": {""age"": 27, ""gender"": [""female""], ""race"": [""white""]}, ""participantId"": ""mt:b7b17e329fcdb144:0b588c662c876b718870c50b445176a4a8bc22960b6659097057298d14a8f932"", ""condition"": ""mt"", ""exitComments"": """", ""completed"": true}",{}
mt:ce02cdca4a10967d:cb04ca108e5f5b74642305080b0052c0d6e310297ca34bfa817cc1cc1336739e,Approved,skin-monk-dl-g-0.json,"{""answers"": [{""itemId"": ""data/Skin_Condition/f03b5f7dab096ea793749f2efccf40e8.jpg"", ""lowerBound"": 0.5397849462365591, ""upperBound"": 0.9032258064516129}, {""itemId"": ""data/Skin_Condition/eb817cc9a0a0d7d2728670a1cb1a38ec.jpg"", ""lowerBound"": 0.7193548387096774, ""upperBound"": 0.7215053763440861}, {""itemId"": ""data/Skin_Condition/ddcad677b7b1e9084f3f51a8e026aa8d.jpg"", ""lowerBound"": 0.2698924731182796, ""upperBound"": 0.45161290322580644}, {""itemId"": ""data/Skin_Condition/ade51126ebbb69e4e54a0bd325bd4086.jpg"", ""lowerBound"": 0.45161290322580644, ""upperBound"": 0.546236559139785}, {""itemId"": ""data/Skin_Condition/970a43f132f9e171642f44f85112ea13.jpg"", ""lowerBound"": 0.26666666666666666, ""upperBound"": 0.45376344086021503}, {""itemId"": ""data/Skin_Condition/6c395be9325dbb10e55497304b398253.jpg"", ""lowerBound"": 0.45483870967741935, ""upperBound"": 0.5419354838709678}], ""selfReport"": {""lowerBound"": 0.08709677419354839, ""upperBound"": 0.9010752688172043}, ""surveyResults"": {""likert0"": ""strong_agree"", ""likert1"": ""agree"", ""likert2"": ""agree"", ""likert3"": ""strong_agree"", ""likert4"": ""agree""}, ""demographics"": {""age"": 36, ""gender"": [""male""], ""race"": [""white""]}, ""participantId"": ""mt:ce02cdca4a10967d:cb04ca108e5f5b74642305080b0052c0d6e310297ca34bfa817cc1cc1336739e"", ""condition"": ""mt"", ""exitComments"": ""thankyou"", ""completed"": true}",thankyou
mt:95606951ab1bf593:8f2a2ed4162e3bfb63c12190b90aa05b7c9e0e0095c1a979637a7333861b2919,Approved,skin-monk-ld-g-0.json,"{""answers"": [{""itemId"": ""data/Skin_Condition/f03b5f7dab096ea793749f2efccf40e8.jpg"", ""lowerBound"": 0.3772998604723202, ""upperBound"": 0.4439665271389869}, {""itemId"": ""data/Skin_Condition/eb817cc9a0a0d7d2728670a1cb1a38ec.jpg"", ""lowerBound"": 0.3762245916551159, ""upperBound"": 0.4428912583217826}, {""itemId"": ""data/Skin_Condition/ddcad677b7b1e9084f3f51a8e026aa8d.jpg"", ""lowerBound"": 0.4461170647733955, ""upperBound"": 0.5213858819776965}, {""itemId"": ""data/Skin_Condition/ade51126ebbb69e4e54a0bd325bd4086.jpg"", ""lowerBound"": 0.4256869572465138, ""upperBound"": 0.46869770993468585}, {""itemId"": ""data/Skin_Condition/970a43f132f9e171642f44f85112ea13.jpg"", ""lowerBound"": 0.5471923335905998, ""upperBound"": 0.6256869572465138}, {""itemId"": ""data/Skin_Condition/6c395be9325dbb10e55497304b398253.jpg"", ""lowerBound"": 0.3246116884293095, ""upperBound"": 0.4375149142357611}], ""selfReport"": {""lowerBound"": 0.2751493228379116, ""upperBound"": 0.3611708282142557}, ""surveyResults"": {""likert0"": ""agree"", ""likert1"": ""agree"", ""likert2"": ""disagree"", ""likert3"": ""agree"", ""likert4"": ""agree""}, ""demographics"": {""age"": 29, ""gender"": [""female""], ""race"": [""white""]}, ""participantId"": ""mt:95606951ab1bf593:8f2a2ed4162e3bfb63c12190b90aa05b7c9e0e0095c1a979637a7333861b2919"", ""condition"": ""mt"", ""exitComments"": """", ""completed"": true}",{}
mt:e06b3f97f7b9952c:7f31c6a1143da60c42e7f200301be4ff97f7e67e12968961ff42d1f50e208632,Approved,skin-monk-ld-g-0.json,"{""answers"": [{""itemId"": ""data/Skin_Condition/f03b5f7dab096ea793749f2efccf40e8.jpg"", ""lowerBound"": 0.4774193548387097, ""upperBound"": 1}, {""itemId"": ""data/Skin_Condition/eb817cc9a0a0d7d2728670a1cb1a38ec.jpg"", ""lowerBound"": 0.4924731182795699, ""upperBound"": 0.7483870967741936}, {""itemId"": ""data/Skin_Condition/ddcad677b7b1e9084f3f51a8e026aa8d.jpg"", ""lowerBound"": 0.3774193548387097, ""upperBound"": 0.6268817204301075}, {""itemId"": ""data/Skin_Condition/ade51126ebbb69e4e54a0bd325bd4086.jpg"", ""lowerBound"": 0.2731182795698925, ""upperBound"": 0.7043010752688172}, {""itemId"": ""data/Skin_Condition/970a43f132f9e171642f44f85112ea13.jpg"", ""lowerBound"": 0.5645161290322581, ""upperBound"": 0.8655913978494624}, {""itemId"": ""data/Skin_Condition/6c395be9325dbb10e55497304b398253.jpg"", ""lowerBound"": 0.43548387096774194, ""upperBound"": 0.7301075268817204}], ""selfReport"": {""lowerBound"": 0.5129032258064516, ""upperBound"": 0.578494623655914}, ""surveyResults"": {""likert0"": ""strong_agree"", ""likert1"": ""agree"", ""likert2"": ""agree"", ""likert3"": ""agree"", ""likert4"": ""agree""}, ""demographics"": {""age"": 47, ""gender"": [""male""], ""race"": [""white""]}, ""participantId"": ""mt:e06b3f97f7b9952c:7f31c6a1143da60c42e7f200301be4ff97f7e67e12968961ff42d1f50e208632"", ""condition"": ""mt"", ""exitComments"": ""GOOD"", ""completed"": true}",GOOD
mt:39d322c8ac6160a3:219f281fdcd8683d729ba508413cc0d7521891a949ff3f43be0b2668436e30bc,Approved,skin-monk-ld-g-0.json,"{""answers"": [{""itemId"": ""data/Skin_Condition/f03b5f7dab096ea793749f2efccf40e8.jpg"", ""lowerBound"": 0.3470967610677083, ""upperBound"": 0.46645159977738576}, {""itemId"": ""data/Skin_Condition/eb817cc9a0a0d7d2728670a1cb1a38ec.jpg"", ""lowerBound"": 0.2073118148311492, ""upperBound"": 0.3363440728956653}, {""itemId"": ""data/Skin_Condition/ddcad677b7b1e9084f3f51a8e026aa8d.jpg"", ""lowerBound"": 0.47935482558383735, ""upperBound"": 0.6470967610677083}, {""itemId"": ""data/Skin_Condition/ade51126ebbb69e4e54a0bd325bd4086.jpg"", ""lowerBound"": 0.113763427734375, ""upperBound"": 0.2868817073042675}, {""itemId"": ""data/Skin_Condition/970a43f132f9e171642f44f85112ea13.jpg"", ""lowerBound"": 0.6782795567666331, ""upperBound"": 0.7116128900999664}, {""itemId"": ""data/Skin_Condition/6c395be9325dbb10e55497304b398253.jpg"", ""lowerBound"": 0.313763427734375, ""upperBound"": 0.48258063203545026}], ""selfReport"": {""lowerBound"": 0.18903224493867607, ""upperBound"": 0.2761290191322245}, ""surveyResults"": {""likert0"": ""strong_agree"", ""likert1"": ""strong_agree"", ""likert2"": ""agree"", ""likert3"": ""strong_agree"", ""likert4"": ""strong_agree""}, ""demographics"": {""age"": 30, ""gender"": [""male""], ""race"": [""white""]}, ""participantId"": ""mt:39d322c8ac6160a3:219f281fdcd8683d729ba508413cc0d7521891a949ff3f43be0b2668436e30bc"", ""condition"": ""mt"", ""exitComments"": """", ""completed"": true}",{}
mt:e31130c7fe2b47ff:fcef20711527fa0a358f2fbf19747f8ff70ab422074c298a3ccde66edb476a40,Approved,skin-monk-ld-g-0.json,"{""answers"": [{""itemId"": ""data/Skin_Condition/f03b5f7dab096ea793749f2efccf40e8.jpg"", ""lowerBound"": 0.3688172043010753, ""upperBound"": 0.4182795698924731}, {""itemId"": ""data/Skin_Condition/eb817cc9a0a0d7d2728670a1cb1a38ec.jpg"", ""lowerBound"": 0.4, ""upperBound"": 0.4344086021505376}, {""itemId"": ""data/Skin_Condition/ddcad677b7b1e9084f3f51a8e026aa8d.jpg"", ""lowerBound"": 0.6720430107526881, ""upperBound"": 0.6870967741935484}, {""itemId"": ""data/Skin_Condition/ade51126ebbb69e4e54a0bd325bd4086.jpg"", ""lowerBound"": 0.556989247311828, ""upperBound"": 0.5698924731182796}, {""itemId"": ""data/Skin_Condition/970a43f132f9e171642f44f85112ea13.jpg"", ""lowerBound"": 0.5559139784946237, ""upperBound"": 0.5645161290322581}, {""itemId"": ""data/Skin_Condition/6c395be9325dbb10e55497304b398253.jpg"", ""lowerBound"": 0.3881720430107527, ""upperBound"": 0.4021505376344086}], ""selfReport"": {""lowerBound"": 0.26881720430107525, ""upperBound"": 0.2709677419354839}, ""surveyResults"": {""likert0"": ""neutral"", ""likert1"": ""neutral"", ""likert2"": ""neutral"", ""likert3"": ""neutral"", ""likert4"": ""agree""}, ""demographics"": {""age"": 40, ""gender"": [""female""], ""race"": [""white""]}, ""participantId"": ""mt:e31130c7fe2b47ff:fcef20711527fa0a358f2fbf19747f8ff70ab422074c298a3ccde66edb476a40"", ""condition"": ""mt"", ""exitComments"": """", ""completed"": true}",{}
mt:c32941ccd892f818:3d52376a220db90297e8881f586c0f9bdfa4f2c7432bdd43897b07835b344759,Approved,skin-monk-ld-g-0.json,"{""answers"": [{""itemId"": ""data/Skin_Condition/f03b5f7dab096ea793749f2efccf40e8.jpg"", ""lowerBound"": 0.5376344086021505, ""upperBound"": 1}, {""itemId"": ""data/Skin_Condition/eb817cc9a0a0d7d2728670a1cb1a38ec.jpg"", ""lowerBound"": 0.5602150537634408, ""upperBound"": 1}, {""itemId"": ""data/Skin_Condition/ddcad677b7b1e9084f3f51a8e026aa8d.jpg"", ""lowerBound"": 0.5612903225806452, ""upperBound"": 1}, {""itemId"": ""data/Skin_Condition/ade51126ebbb69e4e54a0bd325bd4086.jpg"", ""lowerBound"": 0.3086021505376344, ""upperBound"": 0.6709677419354839}, {""itemId"": ""data/Skin_Condition/970a43f132f9e171642f44f85112ea13.jpg"", ""lowerBound"": 0.8591397849462366, ""upperBound"": 1}, {""itemId"": ""data/Skin_Condition/6c395be9325dbb10e55497304b398253.jpg"", ""lowerBound"": 0.5204301075268817, ""upperBound"": 1}], ""selfReport"": {""lowerBound"": 0.5, ""upperBound"": 0.5193548387096775}, ""surveyResults"": {""likert0"": ""agree"", ""likert1"": ""neutral"", ""likert2"": ""neutral"", ""likert3"": ""agree"", ""likert4"": ""neutral""}, ""demographics"": {""age"": 35, ""gender"": [""male""], ""race"": [""white""]}, ""participantId"": ""mt:c32941ccd892f818:3d52376a220db90297e8881f586c0f9bdfa4f2c7432bdd43897b07835b344759"", ""condition"": ""mt"", ""exitComments"": """", ""completed"": true}",{}
mt:470c83c841076457:b447af88dcddb227c4d362369a08d75cae21592d17c99f42bce81e3311169bc3,Submitted,face-fitz-dl-g-0.json,"{""answers"": [{""itemId"": ""data/Faces/IJB-C/m7-3.jpg"", ""lowerBound"": 0.5425219956264701, ""upperBound"": 0.5586510278845346}, {""itemId"": ""data/Faces/IJB-C/m3-3.jpg"", ""lowerBound"": 0.5027370493899109, ""upperBound"": 0.5317693074544271}, {""itemId"": ""data/Faces/IJB-C/m8-2.jpg"", ""lowerBound"": 0.4403714579920615, ""upperBound"": 0.4618768343361475}, {""itemId"": ""data/Faces/IJB-C/m2-2.jpg"", ""lowerBound"": 0.6285435010028142, ""upperBound"": 0.6597262967017389}, {""itemId"": ""data/Faces/IJB-C/m5-8.jpg"", ""lowerBound"": 0.7253176945512013, ""upperBound"": 0.7478983397124916}, {""itemId"": ""data/Faces/IJB-C/m5-4.jpg"", ""lowerBound"": 0.8521994149813088, ""upperBound"": 0.8726295225081905}], ""selfReport"": {""lowerBound"": 0.5801564042286206, ""upperBound"": 0.6543499526157174}, ""surveyResults"": {""likert0"": ""strong_agree"", ""likert1"": ""strong_agree"", ""likert2"": ""neutral"", ""likert3"": ""strong_agree"", ""likert4"": ""strong_agree""}, ""demographics"": {""age"": 35, ""gender"": [""male""], ""race"": [""white""]}, ""participantId"": ""mt:470c83c841076457:b447af88dcddb227c4d362369a08d75cae21592d17c99f42bce81e3311169bc3"", ""condition"": ""mt"", ""exitComments"": ""GOOD "", ""completed"": true}",GOOD
